# HEADER
SERVER_TIME,2026.03.27 13:19:23
SYMBOL,XAUUSD
BID,4439.942
ASK,4440.158

# OPEN_POSITIONS (Ticket,Type,Vol,Open,Profit)
NONE,NONE,0,0,0

# PENDING_ORDERS (Ticket,Type,Vol,Price)
NONE,NONE,0,0

# CLOSED_HISTORY (Ticket,Type,Vol,Profit)
1500616694,BUY_EXIT,0.01,-5.90
1500616624,SELL_EXIT,0.01,-2.16
1500206831,SELL_EXIT,0.01,-38.24
1496467719,BUY_EXIT,0.01,-14.47
1496212681,SELL_EXIT,0.01,-6.11

# HISTORY_M5 (Time,Open,High,Low,Close)
02:30,4528.269,4530.736,4520.164,4523.394
02:25,4525.300,4529.825,4525.031,4528.366
02:20,4528.398,4531.418,4525.062,4525.397
02:15,4531.394,4533.074,4525.376,4528.385
02:10,4529.439,4534.115,4528.883,4531.475
02:05,4533.498,4534.336,4528.189,4529.296
02:00,4535.742,4535.899,4527.823,4533.501
01:55,4530.273,4536.218,4528.812,4535.661
01:50,4524.505,4534.674,4522.415,4530.179
01:45,4530.265,4531.880,4523.710,4524.585
01:40,4530.581,4536.640,4527.729,4530.474
01:35,4530.667,4533.523,4526.051,4530.515
01:30,4534.444,4537.860,4529.149,4530.548
01:25,4531.525,4536.709,4529.068,4534.542
01:20,4530.045,4537.389,4529.169,4531.463
01:15,4538.439,4538.683,4526.836,4530.043
01:10,4538.121,4540.129,4533.684,4538.387
01:05,4538.407,4540.904,4533.988,4538.074
01:00,4535.788,4544.614,4531.374,4538.233
00:55,4528.397,4536.242,4527.841,4535.836
00:50,4534.959,4539.383,4528.044,4528.449
00:45,4528.040,4536.989,4527.297,4534.902
00:40,4526.821,4532.535,4526.764,4528.030
00:35,4525.084,4529.768,4524.623,4526.731
00:30,4525.236,4531.960,4524.684,4525.300
00:25,4527.054,4530.149,4524.226,4525.309
00:20,4527.397,4532.319,4525.030,4527.010
00:15,4527.538,4535.616,4524.124,4527.652
00:10,4514.257,4527.835,4509.020,4527.503
00:05,4510.135,4520.845,4508.261,4514.306
00:00,4498.393,4513.286,4498.169,4510.259
23:55,4495.713,4499.996,4494.717,4498.149
23:50,4492.321,4498.547,4491.248,4495.716
23:45,4494.671,4498.425,4491.359,4492.531
23:40,4493.941,4497.945,4488.930,4494.619
23:35,4506.225,4506.395,4489.976,4493.845
23:30,4505.436,4511.129,4503.953,4505.952
23:25,4503.346,4506.175,4497.086,4505.499
23:20,4506.987,4506.987,4498.735,4503.170
23:15,4508.986,4512.990,4506.115,4506.959
23:10,4507.512,4514.483,4506.312,4509.018
23:05,4504.840,4513.382,4497.904,4507.585
23:00,4517.702,4518.319,4503.775,4504.833
22:55,4516.805,4520.058,4512.400,4517.582
22:50,4518.628,4524.547,4515.439,4516.863
22:45,4532.268,4533.127,4517.526,4518.692
22:40,4525.955,4534.731,4522.531,4532.332
22:35,4520.228,4526.503,4516.951,4525.791
22:30,4511.936,4521.116,4508.405,4520.283
22:25,4516.949,4519.952,4509.616,4511.940
22:20,4508.297,4517.511,4507.187,4516.952
22:15,4512.538,4514.571,4505.648,4508.269
22:10,4509.487,4517.380,4509.294,4512.527
22:05,4521.285,4532.148,4509.053,4509.722
22:00,4518.137,4524.981,4511.424,4521.207
20:55,4503.927,4507.403,4502.899,4505.845
20:50,4505.912,4507.309,4501.607,4503.994
20:45,4504.608,4506.930,4501.786,4506.001
20:40,4503.739,4506.600,4494.613,4504.683
20:35,4521.007,4521.134,4503.216,4503.967
20:30,4523.603,4525.008,4519.195,4520.948
20:25,4523.983,4526.341,4522.350,4523.578
20:20,4530.719,4530.982,4522.140,4524.034
20:15,4529.439,4534.021,4529.199,4530.758
20:10,4527.357,4530.035,4522.908,4529.345
20:05,4535.734,4536.939,4526.517,4527.296
20:00,4530.640,4542.105,4529.791,4535.711
19:55,4518.458,4533.849,4517.708,4530.704
19:50,4514.972,4520.497,4513.896,4518.355
19:45,4522.374,4523.853,4513.590,4514.918
19:40,4511.772,4527.101,4511.147,4522.415
19:35,4516.197,4517.886,4506.177,4511.726
19:30,4513.216,4518.465,4511.966,4516.272
19:25,4513.831,4518.850,4510.527,4513.115
19:20,4509.806,4514.586,4505.148,4513.767
19:15,4509.039,4516.088,4502.382,4509.813
19:10,4503.662,4510.353,4486.881,4508.997
19:05,4533.306,4535.747,4502.577,4503.730
19:00,4538.408,4539.680,4529.692,4533.223
18:55,4541.866,4541.884,4530.672,4538.363
18:50,4544.161,4545.813,4538.709,4541.831
18:45,4549.440,4549.740,4542.873,4544.089
18:40,4550.268,4550.773,4547.039,4549.446
18:35,4556.631,4557.186,4549.702,4549.959
18:30,4551.903,4557.860,4551.743,4556.776
18:25,4555.116,4556.628,4551.162,4551.917
18:20,4548.758,4555.224,4548.681,4555.069
18:15,4551.498,4552.117,4546.291,4548.842
18:10,4551.618,4553.313,4547.720,4551.305
18:05,4552.531,4560.401,4551.030,4551.683
18:00,4550.689,4569.077,4545.550,4552.506
17:55,4547.944,4555.095,4545.595,4550.756
17:50,4558.985,4559.034,4546.917,4547.991
17:45,4560.407,4562.092,4557.894,4558.915
17:40,4561.792,4561.960,4557.345,4560.341
17:35,4562.526,4564.068,4560.285,4561.675
17:30,4553.603,4563.418,4550.257,4562.466
17:25,4552.009,4558.499,4551.395,4553.523
17:20,4546.181,4555.975,4545.724,4551.955
17:15,4551.294,4552.248,4542.628,4546.031
17:10,4546.120,4554.239,4543.297,4551.243
17:05,4553.521,4554.075,4545.332,4546.197
17:00,4555.433,4557.762,4550.636,4553.464
16:55,4557.872,4558.476,4555.000,4555.480
16:50,4552.048,4559.291,4549.670,4557.882
16:45,4556.077,4556.310,4551.227,4552.185
16:40,4559.261,4560.942,4554.270,4556.072
16:35,4553.037,4560.389,4551.155,4559.400
16:30,4555.480,4556.694,4551.174,4552.997
16:25,4556.917,4560.590,4552.709,4555.424
16:20,4549.371,4557.278,4545.184,4556.975
16:15,4553.611,4555.279,4546.150,4549.508
16:10,4560.389,4561.162,4552.568,4553.563
16:05,4558.942,4562.298,4553.159,4560.328
16:00,4559.103,4565.046,4556.929,4558.972
15:55,4561.884,4565.947,4558.753,4559.159
15:50,4557.321,4563.113,4557.163,4561.791
15:45,4557.144,4558.679,4553.472,4557.451
15:40,4558.418,4560.852,4555.317,4556.989
15:35,4562.818,4564.960,4558.177,4558.545
15:30,4560.702,4564.994,4560.522,4562.858
15:25,4556.572,4560.890,4552.814,4560.766
15:20,4546.113,4561.700,4545.591,4556.263
15:15,4549.851,4551.892,4525.047,4546.173
15:10,4549.990,4556.089,4549.783,4549.923
15:05,4564.583,4565.490,4549.537,4549.934
15:00,4567.341,4569.164,4561.805,4564.558
14:55,4568.310,4570.222,4563.765,4567.295
14:50,4572.810,4579.423,4567.024,4568.168
14:45,4565.424,4574.175,4565.424,4572.552
14:40,4564.727,4569.130,4561.711,4565.533
14:35,4565.554,4566.616,4561.606,4564.661
14:30,4562.833,4566.489,4557.460,4565.515
14:25,4547.930,4562.718,4546.973,4562.531
14:20,4557.089,4559.771,4546.116,4547.872
14:15,4553.371,4562.230,4553.371,4556.998
14:10,4551.079,4555.232,4548.193,4553.479
14:05,4545.467,4552.024,4539.669,4551.033
14:00,4544.734,4550.109,4532.935,4545.528
13:55,4546.600,4553.738,4540.789,4544.836
13:50,4552.287,4552.287,4540.999,4546.675
13:45,4561.385,4563.906,4551.446,4552.236
13:40,4558.263,4569.800,4556.456,4561.264
13:35,4568.761,4570.972,4557.367,4558.223
13:30,4569.158,4576.545,4562.410,4568.697
13:25,4558.488,4570.624,4556.984,4569.052
13:20,4560.024,4561.790,4551.434,4558.494
13:15,4559.365,4563.538,4555.128,4560.086
13:10,4561.035,4565.670,4557.083,4559.164
13:05,4567.621,4568.692,4559.426,4561.147
13:00,4543.992,4571.396,4541.141,4567.548
12:55,4546.508,4552.615,4543.862,4544.100
12:50,4543.842,4547.985,4539.500,4546.553
12:45,4547.467,4547.663,4536.077,4543.931
12:40,4553.840,4554.182,4547.018,4547.424
12:35,4537.825,4554.631,4537.825,4553.690
12:30,4544.754,4548.086,4522.084,4537.692
12:25,4556.237,4560.309,4540.113,4545.293
12:20,4563.005,4568.255,4552.946,4556.328
12:15,4577.634,4579.073,4562.649,4563.055
12:10,4580.977,4583.497,4577.295,4577.683
12:05,4578.645,4583.876,4572.916,4581.020
12:00,4578.791,4583.568,4578.383,4578.711
11:55,4577.465,4579.697,4575.501,4578.841
11:50,4577.199,4578.475,4572.414,4577.510
11:45,4583.403,4583.811,4573.180,4577.140
11:40,4583.201,4584.883,4581.065,4583.347
11:35,4582.626,4585.747,4581.647,4583.158
11:30,4579.748,4584.837,4579.748,4582.912
11:25,4582.177,4582.899,4577.010,4579.919
11:20,4567.463,4582.987,4566.432,4582.088
11:15,4567.497,4568.700,4564.579,4567.591
11:10,4567.717,4569.043,4562.244,4567.442
11:05,4566.203,4569.197,4565.936,4567.770
11:00,4558.988,4566.191,4556.033,4565.995
10:55,4561.583,4561.814,4558.006,4558.939
10:50,4557.353,4562.480,4556.518,4561.529
10:45,4552.185,4557.819,4551.764,4557.352
10:40,4556.254,4558.087,4551.521,4552.135
10:35,4553.775,4559.087,4550.979,4556.106
10:30,4555.418,4557.396,4552.871,4553.798
10:25,4553.874,4558.074,4553.004,4555.415
10:20,4556.686,4558.189,4553.230,4553.934
10:15,4554.983,4557.955,4551.402,4556.731
10:10,4557.125,4558.712,4553.909,4554.989
10:05,4558.917,4560.129,4556.399,4557.166
10:00,4551.923,4561.026,4551.183,4558.884
09:55,4548.176,4555.894,4545.079,4552.004
09:50,4538.056,4548.358,4537.541,4548.178
09:45,4550.944,4551.544,4527.533,4537.995
09:40,4555.631,4557.929,4549.266,4550.902
09:35,4556.697,4559.312,4551.037,4555.499
09:30,4558.300,4560.398,4555.485,4556.726
09:25,4555.996,4560.799,4554.738,4558.341
09:20,4563.630,4566.043,4554.881,4555.948
09:15,4562.216,4565.573,4561.555,4563.689
09:10,4562.356,4566.075,4558.860,4562.141
09:05,4563.235,4567.662,4560.538,4562.400
09:00,4556.228,4565.318,4554.260,4563.171
08:55,4559.292,4561.384,4555.032,4556.280
08:50,4564.717,4567.083,4559.035,4559.294
08:45,4565.118,4567.131,4562.273,4564.768
08:40,4563.342,4567.433,4562.318,4565.053
08:35,4566.237,4566.388,4553.196,4563.254
08:30,4565.658,4567.315,4563.153,4566.109
08:25,4562.408,4567.315,4561.048,4565.683
08:20,4563.152,4567.827,4561.746,4562.529
08:15,4558.401,4564.593,4556.996,4563.217
08:10,4551.553,4559.183,4549.831,4558.504
08:05,4545.826,4554.976,4543.962,4551.693
08:00,4539.522,4549.728,4535.670,4545.730
07:55,4544.743,4545.255,4536.907,4539.431
07:50,4544.638,4546.374,4542.438,4544.784
07:45,4546.986,4550.184,4539.521,4544.708
07:40,4547.153,4552.596,4545.702,4546.786
07:35,4555.218,4555.346,4542.585,4547.087
07:30,4560.959,4561.278,4553.756,4555.023
07:25,4557.140,4562.764,4556.213,4561.217
07:20,4562.079,4563.354,4555.862,4557.188
07:15,4556.601,4562.523,4556.335,4562.057
07:10,4551.102,4559.130,4549.567,4556.852
07:05,4548.543,4552.369,4548.083,4550.841
07:00,4545.340,4550.572,4544.684,4548.701
06:55,4547.982,4549.521,4542.979,4545.402
06:50,4547.376,4550.259,4546.350,4547.919
06:45,4546.804,4550.752,4543.601,4547.322
06:40,4546.695,4549.017,4544.290,4546.857
06:35,4553.579,4553.817,4546.352,4546.555
06:30,4550.230,4556.761,4550.230,4553.648
06:25,4551.407,4552.660,4547.993,4550.169
06:20,4549.100,4552.798,4547.416,4551.333
06:15,4534.603,4549.946,4534.470,4549.158
06:10,4540.868,4547.003,4533.217,4534.656
06:05,4550.273,4551.804,4539.098,4540.816
06:00,4555.759,4556.996,4546.341,4550.108
05:55,4558.895,4559.138,4553.591,4555.485
05:50,4559.473,4564.487,4555.484,4558.931
05:45,4566.517,4566.834,4559.485,4559.485
05:40,4559.261,4566.746,4557.013,4566.528
05:35,4553.205,4559.955,4551.307,4559.109
05:30,4554.756,4558.992,4549.380,4553.059
05:25,4563.031,4563.142,4553.742,4554.830
05:20,4564.700,4565.471,4560.485,4562.826
05:15,4571.375,4571.768,4563.840,4564.763
05:10,4571.587,4572.205,4568.403,4571.349
05:05,4569.435,4573.437,4566.663,4571.771
05:00,4572.704,4573.133,4567.397,4569.491
04:55,4570.039,4573.985,4570.039,4572.359
04:50,4570.224,4572.116,4569.451,4569.992
04:45,4569.611,4571.267,4567.873,4569.908
04:40,4571.956,4573.378,4569.438,4569.696
04:35,4571.220,4574.239,4566.097,4572.058
04:30,4574.057,4574.601,4571.169,4571.533
04:25,4572.522,4574.497,4572.464,4574.175
04:20,4573.953,4574.746,4570.876,4572.587
04:15,4573.864,4574.518,4572.899,4573.952
04:10,4571.580,4574.260,4569.377,4573.662
04:05,4573.266,4574.595,4568.342,4571.606
04:00,4570.217,4574.067,4565.629,4573.167
03:55,4573.014,4573.717,4567.815,4570.212
03:50,4569.569,4574.275,4567.563,4572.968
03:45,4569.926,4573.601,4568.117,4569.529
03:40,4574.023,4574.026,4569.604,4569.944
03:35,4573.626,4578.116,4571.682,4573.757
03:30,4575.426,4577.143,4570.900,4573.545
03:25,4577.491,4579.637,4575.067,4575.489
03:20,4576.242,4577.634,4572.837,4577.413
03:15,4576.742,4578.652,4571.881,4576.251
03:10,4575.565,4580.607,4573.259,4576.444
03:05,4575.674,4582.342,4574.134,4575.364
03:00,4583.542,4586.251,4573.478,4575.572
02:55,4586.670,4587.271,4581.672,4583.732
02:50,4590.401,4592.906,4584.103,4586.341
02:45,4593.372,4602.518,4589.696,4590.462
02:40,4592.248,4597.202,4590.897,4593.309
02:35,4586.949,4597.222,4585.786,4592.349
02:30,4587.238,4588.209,4581.289,4587.176
02:25,4586.799,4592.787,4585.328,4586.957
02:20,4587.207,4591.819,4584.941,4586.808
02:15,4585.434,4588.420,4584.397,4587.216
02:10,4581.796,4587.693,4579.702,4585.491
02:05,4589.166,4592.670,4581.718,4581.718
02:00,4594.980,4596.466,4585.451,4589.231
01:55,4598.341,4600.880,4594.636,4595.034
01:50,4596.244,4601.156,4593.502,4598.285
01:45,4585.123,4597.019,4583.467,4596.296
01:40,4588.361,4591.423,4583.901,4585.193
01:35,4584.542,4590.241,4583.828,4588.288
01:30,4575.409,4585.518,4574.277,4584.592
01:25,4574.366,4578.411,4572.383,4575.379
01:20,4575.734,4578.751,4571.579,4574.256
01:15,4570.816,4575.869,4568.059,4575.557
01:10,4576.308,4578.951,4569.644,4570.877
01:05,4564.242,4576.606,4563.439,4576.210
01:00,4563.259,4570.553,4552.266,4564.303
00:55,4568.914,4569.124,4561.905,4563.319
00:50,4565.635,4569.900,4561.729,4568.973
00:45,4567.651,4571.979,4563.545,4565.756
00:40,4566.064,4570.155,4565.007,4567.684
00:35,4559.805,4567.311,4559.248,4566.013
00:30,4553.594,4561.241,4546.660,4559.861
00:25,4542.536,4557.071,4541.706,4553.405
00:20,4546.098,4547.960,4540.430,4542.563
00:15,4550.236,4551.615,4538.594,4546.154
00:10,4548.681,4554.826,4548.147,4550.050
00:05,4553.247,4554.806,4541.222,4548.979
00:00,4546.730,4553.968,4537.390,4553.158
23:55,4543.456,4550.838,4542.195,4546.817
23:50,4550.020,4551.433,4536.359,4543.508
23:45,4539.743,4549.877,4532.145,4549.673
23:40,4546.126,4546.422,4531.780,4539.826
23:35,4506.067,4546.602,4504.485,4546.001
23:30,4509.801,4512.275,4505.259,4506.054
23:25,4502.037,4509.967,4499.517,4509.967
23:20,4498.426,4502.855,4495.722,4502.089
23:15,4484.506,4499.461,4483.130,4498.155
23:10,4480.570,4484.998,4479.529,4484.550
23:05,4474.878,4484.580,4474.728,4480.635
23:00,4484.720,4484.875,4472.676,4474.727
22:55,4471.652,4484.692,4470.762,4484.371
22:50,4475.829,4476.386,4469.243,4471.823
22:45,4468.823,4479.643,4466.838,4475.851
22:40,4464.738,4471.174,4464.488,4468.849
22:35,4462.895,4469.929,4462.177,4464.678
22:30,4470.091,4470.698,4456.029,4463.072
22:25,4478.527,4478.765,4468.159,4470.073
22:20,4483.421,4484.876,4477.768,4478.588
22:15,4483.143,4484.531,4476.274,4483.594
22:10,4484.638,4484.892,4478.277,4483.198
22:05,4479.429,4485.734,4474.445,4484.286
22:00,4479.663,4481.246,4468.099,4479.416
20:55,4480.837,4481.218,4474.242,4476.741
20:50,4465.641,4481.753,4464.176,4480.731
20:45,4459.603,4467.250,4456.402,4465.722
20:40,4472.138,4472.864,4447.382,4459.529
20:35,4458.641,4472.937,4454.878,4472.056
20:30,4455.522,4466.011,4447.801,4458.468
20:25,4463.468,4484.083,4449.309,4455.672
20:20,4409.553,4466.747,4409.050,4463.531
20:15,4400.823,4410.057,4398.941,4409.476
20:10,4398.862,4402.076,4397.457,4400.639
20:05,4399.588,4401.167,4397.299,4399.127
20:00,4400.452,4404.151,4398.841,4399.628
19:55,4402.184,4403.532,4397.619,4400.211
19:50,4399.635,4404.599,4396.542,4402.122
19:45,4401.546,4401.928,4397.808,4399.909
19:40,4397.867,4403.931,4395.030,4401.494
19:35,4402.840,4403.365,4396.468,4397.847
19:30,4407.493,4407.565,4401.416,4402.784
19:25,4407.902,4411.361,4406.522,4407.426
19:20,4407.666,4409.165,4404.970,4407.985
19:15,4404.249,4408.382,4399.850,4407.610
19:10,4404.618,4406.072,4402.663,4404.249
19:05,4399.096,4405.161,4396.137,4404.362
19:00,4389.422,4400.039,4388.479,4399.186
18:55,4399.632,4399.632,4383.956,4389.577
18:50,4396.388,4401.946,4394.998,4399.732
18:45,4400.092,4401.430,4391.270,4396.504
18:40,4419.827,4420.442,4394.696,4400.125
18:35,4414.357,4422.850,4413.673,4419.886
18:30,4407.453,4423.655,4407.123,4414.551
18:25,4406.200,4409.923,4404.744,4407.516
18:20,4398.065,4406.374,4396.957,4406.223
18:15,4389.846,4399.537,4387.251,4398.007
18:10,4386.302,4394.082,4383.937,4389.915
18:05,4389.455,4392.645,4385.879,4386.152
18:00,4388.470,4392.935,4383.733,4389.399
17:55,4385.095,4394.648,4382.860,4388.653
17:50,4384.556,4389.213,4381.290,4385.208
17:45,4378.262,4387.614,4372.189,4384.645
17:40,4382.803,4387.373,4374.785,4378.316
17:35,4382.809,4385.965,4375.224,4382.731
17:30,4400.011,4400.011,4381.540,4382.971
17:25,4401.091,4405.780,4398.643,4400.064
17:20,4399.695,4405.501,4397.668,4401.202
17:15,4397.428,4402.290,4393.905,4399.871
17:10,4392.160,4398.888,4388.098,4397.632
17:05,4408.751,4408.751,4390.255,4392.057
17:00,4421.353,4426.350,4408.015,4408.494
16:55,4420.622,4424.363,4418.242,4421.292
16:50,4422.720,4426.605,4420.313,4420.499
16:45,4424.623,4427.682,4418.543,4422.901
16:40,4409.902,4424.682,4408.614,4424.365
16:35,4418.683,4419.346,4408.525,4409.985
16:30,4420.998,4424.170,4416.177,4418.752
16:25,4423.462,4425.734,4419.225,4421.223
16:20,4424.315,4424.973,4419.254,4423.506
16:15,4414.290,4425.358,4411.603,4424.369
16:10,4412.380,4414.465,4407.671,4414.200
16:05,4406.873,4413.503,4402.390,4412.442
16:00,4411.756,4414.039,4404.328,4406.966
15:55,4419.127,4419.644,4409.227,4411.617
15:50,4429.017,4430.553,4418.512,4419.180
15:45,4424.632,4430.908,4419.926,4429.075
15:40,4423.155,4428.883,4422.103,4424.673
15:35,4416.497,4427.501,4414.594,4423.206
15:30,4412.961,4418.920,4409.727,4416.523
15:25,4414.101,4420.497,4411.615,4412.795
15:20,4409.138,4415.110,4403.119,4413.989
15:15,4411.357,4415.137,4405.742,4409.116
15:10,4402.770,4412.713,4396.180,4411.584
15:05,4411.291,4414.258,4401.445,4402.824
15:00,4415.862,4420.838,4404.225,4411.240
14:55,4425.189,4428.768,4405.265,4415.835
14:50,4404.394,4433.940,4401.129,4425.228
14:45,4412.406,4420.876,4403.596,4404.294
14:40,4407.394,4420.869,4406.365,4412.472
14:35,4415.408,4417.673,4404.396,4407.476
14:30,4408.934,4417.373,4400.378,4415.350
14:25,4406.810,4415.168,4401.911,4408.996
14:20,4398.303,4408.737,4397.252,4406.624
14:15,4394.972,4400.311,4388.861,4398.243
14:10,4397.650,4404.649,4384.406,4394.989
14:05,4396.431,4397.401,4385.776,4397.401
14:00,4381.640,4396.420,4380.609,4396.311
13:55,4367.043,4383.615,4366.798,4381.567
13:50,4354.988,4378.454,4353.731,4367.101
13:45,4357.048,4366.049,4351.679,4355.119
13:40,4355.830,4362.571,4351.558,4356.875
13:35,4360.314,4364.365,4351.899,4355.952
13:30,4356.986,4370.665,4353.047,4360.242
13:25,4372.547,4378.637,4357.106,4357.106
13:20,4373.023,4379.525,4370.579,4372.601
13:15,4378.414,4384.338,4369.963,4372.918
13:10,4368.892,4382.293,4363.868,4378.357
13:05,4382.366,4385.159,4364.126,4368.749
13:00,4378.865,4390.036,4370.022,4382.317
12:55,4383.522,4388.881,4378.050,4378.916
12:50,4383.314,4390.654,4376.606,4383.255
12:45,4369.733,4387.487,4369.025,4383.378
12:40,4365.309,4375.863,4362.076,4369.912
12:35,4383.169,4389.847,4362.963,4365.242
12:30,4402.423,4406.682,4374.017,4383.105
12:25,4401.092,4409.146,4395.787,4402.558
12:20,4424.879,4425.146,4398.538,4401.156
12:15,4420.291,4427.545,4417.774,4424.965
12:10,4412.296,4422.498,4408.624,4420.340
12:05,4406.639,4413.238,4404.919,4412.242
12:00,4407.774,4417.591,4404.780,4406.650
11:55,4400.507,4409.114,4396.903,4407.677
11:50,4424.398,4424.666,4390.606,4400.444
11:45,4422.055,4427.721,4418.711,4424.498
11:40,4424.962,4426.643,4421.130,4421.982
11:35,4427.771,4431.665,4422.771,4425.048
11:30,4413.166,4428.041,4411.221,4427.716
11:25,4415.640,4415.830,4407.721,4413.114
11:20,4414.916,4420.682,4411.981,4415.709
11:15,4419.650,4420.451,4403.388,4414.845
11:10,4413.330,4421.861,4406.591,4419.452
11:05,4409.209,4418.866,4399.698,4413.276
11:00,4438.555,4442.168,4375.321,4408.910
10:55,4429.169,4441.850,4425.655,4438.491
10:50,4419.940,4432.396,4419.318,4429.224
10:45,4427.322,4429.490,4418.656,4419.828
10:40,4424.145,4428.140,4421.579,4427.406
10:35,4416.698,4425.739,4414.524,4424.091
10:30,4422.264,4422.264,4414.873,4416.621
10:25,4426.362,4426.899,4421.261,4422.326
10:20,4429.644,4431.908,4424.196,4426.239
10:15,4426.202,4432.942,4425.525,4429.550
10:10,4427.853,4431.225,4423.426,4426.170
10:05,4422.032,4429.329,4418.203,4427.823
10:00,4426.647,4428.716,4415.006,4422.054
09:55,4417.789,4430.859,4416.782,4426.556
09:50,4416.948,4418.537,4412.067,4417.596
09:45,4415.801,4420.631,4414.656,4417.020
09:40,4418.081,4421.281,4415.001,4415.741
09:35,4411.375,4417.999,4410.228,4417.841
09:30,4407.269,4412.842,4405.009,4411.319
09:25,4409.507,4410.952,4406.256,4407.188
09:20,4413.672,4415.069,4408.329,4409.596
09:15,4399.138,4415.021,4395.809,4413.611
09:10,4404.785,4408.782,4397.362,4398.976
09:05,4412.948,4414.468,4402.271,4404.585
09:00,4411.821,4419.326,4407.923,4412.992
08:55,4412.359,4414.281,4403.759,4411.803
08:50,4409.237,4414.221,4400.393,4412.258
08:45,4400.216,4410.966,4398.524,4409.305
08:40,4397.611,4405.851,4396.165,4400.282
08:35,4398.432,4405.097,4396.806,4397.518
08:30,4396.456,4404.741,4391.622,4398.462
08:25,4394.650,4398.169,4391.224,4396.346
08:20,4404.984,4406.714,4393.878,4394.706
08:15,4414.367,4417.499,4402.055,4404.890
08:10,4412.633,4420.992,4409.836,4414.365
08:05,4407.268,4418.285,4406.275,4412.386
08:00,4417.009,4417.444,4402.320,4407.217
07:55,4421.230,4425.569,4415.070,4417.131
07:50,4422.138,4432.465,4419.495,4421.101
07:45,4408.664,4425.352,4401.667,4422.382
07:40,4409.196,4411.323,4399.904,4408.759
07:35,4409.805,4411.825,4401.001,4408.831
07:30,4412.574,4412.574,4401.764,4409.737
07:25,4412.227,4416.364,4405.830,4412.559
07:20,4422.830,4424.390,4408.425,4412.314
07:15,4424.519,4425.200,4419.466,4422.582
07:10,4415.450,4425.604,4415.000,4424.469
07:05,4408.270,4415.908,4406.532,4415.518
07:00,4402.262,4414.853,4399.464,4408.354
06:55,4389.808,4405.102,4388.222,4402.041
06:50,4377.927,4390.980,4376.825,4389.748
06:45,4377.477,4381.507,4373.029,4378.040
06:40,4392.328,4397.331,4374.476,4377.775
06:35,4385.344,4392.290,4378.608,4392.290
06:30,4386.982,4393.537,4381.653,4385.429
06:25,4385.380,4397.110,4382.499,4386.916
06:20,4373.491,4391.827,4366.167,4385.449
06:15,4366.711,4375.240,4358.786,4373.437
06:10,4369.131,4375.566,4362.581,4366.422
06:05,4358.020,4370.435,4354.269,4369.060
06:00,4347.075,4361.818,4342.676,4358.022
05:55,4352.000,4355.720,4343.357,4347.021
05:50,4362.992,4369.049,4351.950,4351.950
05:45,4358.211,4368.637,4353.955,4363.160
05:40,4338.454,4374.058,4338.083,4358.348
05:35,4332.436,4344.624,4330.933,4338.509
05:30,4335.164,4336.996,4321.119,4332.367
05:25,4339.745,4342.631,4333.693,4335.261
05:20,4342.099,4346.456,4338.991,4339.942
05:15,4335.416,4346.915,4334.634,4342.276
05:10,4325.831,4345.651,4324.387,4335.350
05:05,4328.060,4328.060,4319.513,4325.768
05:00,4333.335,4338.037,4327.622,4328.125
04:55,4348.212,4348.232,4332.209,4333.451
04:50,4346.487,4348.555,4343.553,4348.009
04:45,4340.982,4349.512,4339.775,4346.546
04:40,4343.377,4347.905,4340.603,4341.104
04:35,4342.779,4345.910,4338.564,4343.149
04:30,4339.416,4344.135,4335.900,4342.727
04:25,4332.128,4341.786,4331.045,4339.644
04:20,4330.069,4335.395,4326.614,4332.105
04:15,4349.960,4350.498,4329.863,4330.011
04:10,4351.893,4353.049,4347.593,4349.854
04:05,4352.210,4357.289,4347.487,4352.053
04:00,4346.984,4353.600,4346.562,4352.144
03:55,4341.597,4349.648,4337.160,4347.239
03:50,4340.312,4344.235,4336.738,4341.662
03:45,4341.183,4343.423,4334.942,4340.242
03:40,4342.058,4346.724,4338.430,4341.260
03:35,4346.772,4352.171,4338.454,4342.356
03:30,4364.633,4365.001,4346.434,4346.920
03:25,4362.374,4367.097,4355.638,4364.717
03:20,4358.454,4368.392,4358.142,4362.280
03:15,4358.397,4365.923,4357.579,4358.434
03:10,4352.210,4361.853,4351.953,4358.302
03:05,4351.765,4361.487,4350.120,4352.242
03:00,4366.313,4368.192,4350.002,4351.809
02:55,4359.148,4367.092,4355.948,4366.161
02:50,4363.905,4364.062,4352.174,4359.125
02:45,4366.916,4379.359,4363.198,4363.801
02:40,4361.585,4369.574,4352.817,4366.818
02:35,4370.173,4373.672,4359.710,4361.538
02:30,4351.757,4371.705,4344.488,4370.239
02:25,4336.041,4353.856,4334.306,4351.698
02:20,4314.184,4349.439,4312.542,4336.203
02:15,4311.926,4321.127,4309.498,4314.252
02:10,4322.340,4323.754,4305.677,4311.969
02:05,4332.993,4333.080,4318.920,4322.407
02:00,4322.316,4336.978,4314.131,4333.193
01:55,4326.195,4331.196,4319.668,4322.257
01:50,4314.811,4331.847,4313.955,4326.245
01:45,4321.492,4328.320,4307.819,4314.738
01:40,4350.935,4353.122,4321.262,4321.595
01:35,4360.304,4368.389,4350.169,4351.110
01:30,4354.762,4361.623,4349.978,4360.378
01:25,4360.173,4369.103,4353.280,4354.823
01:20,4346.315,4362.071,4346.253,4360.247
01:15,4331.206,4348.874,4330.853,4346.380
01:10,4343.340,4362.408,4328.282,4331.148
01:05,4356.064,4364.945,4342.318,4343.398
