# HEADER
SERVER_TIME,2026.03.27 13:19:23
SYMBOL,XAUUSD
BID,4439.942
ASK,4440.158

# OPEN_POSITIONS (Ticket,Type,Vol,Open,Profit)
NONE,NONE,0,0,0

# PENDING_ORDERS (Ticket,Type,Vol,Price)
NONE,NONE,0,0

# CLOSED_HISTORY (Ticket,Type,Vol,Profit)
1500616694,BUY_EXIT,0.01,-5.90
1500616624,SELL_EXIT,0.01,-2.16
1500206831,SELL_EXIT,0.01,-38.24
1496467719,BUY_EXIT,0.01,-14.47
1496212681,SELL_EXIT,0.01,-6.11

# HISTORY_M5 (Time,Open,High,Low,Close)
06:50,4460.378,4464.163,4454.483,4462.780
06:45,4465.072,4465.592,4459.720,4460.327
06:40,4466.243,4468.679,4464.851,4465.025
06:35,4463.007,4468.615,4462.854,4466.264
06:30,4463.502,4468.267,4460.611,4463.059
06:25,4462.402,4465.514,4460.877,4463.580
06:20,4465.225,4465.331,4456.697,4462.259
06:15,4471.432,4471.432,4463.307,4465.050
06:10,4461.859,4473.062,4459.974,4471.259
06:05,4455.645,4462.982,4451.807,4461.911
06:00,4454.606,4461.200,4453.695,4455.670
05:55,4461.640,4461.703,4453.453,4454.657
05:50,4462.588,4463.978,4458.251,4461.483
05:45,4465.885,4468.622,4462.374,4462.578
05:40,4474.041,4475.371,4465.607,4465.949
05:35,4459.202,4474.716,4458.283,4473.979
05:30,4443.129,4460.087,4442.592,4459.229
05:25,4443.816,4444.862,4440.370,4443.432
05:20,4445.260,4445.715,4442.577,4444.079
05:15,4443.712,4446.978,4443.507,4445.263
05:10,4444.390,4446.623,4441.977,4444.024
05:05,4443.066,4447.470,4442.137,4444.259
05:00,4446.167,4446.219,4442.386,4442.946
04:55,4445.365,4449.529,4444.699,4446.197
04:50,4442.676,4445.924,4441.995,4445.411
04:45,4441.326,4443.648,4440.400,4442.687
04:40,4439.871,4441.871,4438.681,4441.349
04:35,4439.496,4442.144,4437.194,4440.091
04:30,4434.147,4440.808,4433.867,4439.473
04:25,4435.506,4436.205,4432.921,4434.085
04:20,4433.326,4437.297,4433.020,4435.457
04:15,4433.844,4434.360,4431.424,4433.023
04:10,4434.317,4436.360,4433.790,4433.867
04:05,4437.495,4437.495,4432.416,4434.324
04:00,4437.595,4439.818,4435.439,4437.314
03:55,4437.858,4438.008,4436.144,4437.439
03:50,4434.740,4438.624,4432.637,4437.709
03:45,4436.201,4436.435,4433.272,4434.791
03:40,4444.154,4446.215,4436.131,4436.143
03:35,4433.871,4444.374,4433.177,4444.374
03:30,4435.143,4438.582,4430.994,4433.778
03:25,4430.542,4437.020,4428.395,4435.132
03:20,4429.648,4434.104,4429.124,4430.383
03:15,4429.576,4431.462,4428.039,4429.680
03:10,4424.712,4431.274,4422.555,4429.515
03:05,4425.989,4429.928,4421.134,4424.606
03:00,4431.989,4435.889,4425.640,4426.127
02:55,4431.040,4432.556,4429.476,4431.986
02:50,4430.208,4435.003,4429.089,4430.988
02:45,4429.810,4440.712,4428.167,4430.302
02:40,4429.756,4432.044,4426.389,4429.745
02:35,4431.842,4433.394,4426.443,4429.701
02:30,4431.027,4434.268,4424.623,4431.820
02:25,4429.138,4434.737,4426.672,4431.013
02:20,4429.710,4431.703,4426.117,4429.099
02:15,4434.862,4436.310,4428.878,4429.687
02:10,4435.637,4439.672,4430.891,4434.899
02:05,4430.363,4437.561,4425.400,4435.548
02:00,4417.292,4434.077,4417.056,4430.416
01:55,4414.400,4420.854,4413.801,4417.246
01:50,4412.781,4415.834,4411.917,4414.688
01:45,4419.280,4419.448,4411.896,4412.899
01:40,4417.086,4420.336,4416.390,4419.229
01:35,4411.624,4417.087,4409.785,4417.051
01:30,4406.422,4417.536,4403.446,4411.575
01:25,4402.007,4406.482,4398.598,4406.482
01:20,4391.461,4402.897,4391.048,4401.999
01:15,4394.027,4398.968,4391.327,4391.505
01:10,4392.662,4399.319,4391.524,4393.966
01:05,4388.448,4393.108,4387.257,4392.729
01:00,4378.480,4389.581,4377.098,4388.577
00:55,4382.097,4383.628,4375.234,4378.457
00:50,4384.384,4385.239,4378.462,4382.091
00:45,4390.942,4391.072,4383.984,4384.329
00:40,4389.969,4392.189,4387.542,4390.899
00:35,4395.317,4395.317,4386.925,4390.030
00:30,4391.290,4396.485,4391.290,4395.351
00:25,4389.648,4391.991,4386.044,4391.301
00:20,4397.249,4397.829,4382.623,4389.586
00:15,4404.101,4404.908,4395.806,4397.188
00:10,4408.352,4408.904,4403.070,4404.112
00:05,4409.112,4409.674,4403.941,4408.264
00:00,4405.004,4411.130,4405.004,4409.085
23:55,4405.196,4405.871,4402.522,4404.957
23:50,4397.524,4405.799,4397.225,4405.165
23:45,4400.000,4403.217,4396.383,4397.520
23:40,4405.358,4406.270,4396.214,4400.000
23:35,4399.817,4408.243,4399.661,4405.273
23:30,4399.297,4402.851,4396.309,4399.909
23:25,4397.224,4399.363,4394.127,4399.270
23:20,4400.800,4401.024,4393.813,4397.298
23:15,4393.015,4401.512,4391.426,4400.852
23:10,4392.063,4397.068,4390.032,4393.076
23:05,4402.592,4403.317,4391.285,4392.013
23:00,4411.254,4414.367,4402.057,4402.536
22:55,4406.777,4413.480,4404.302,4411.380
22:50,4408.009,4412.259,4406.669,4406.908
22:45,4406.938,4408.200,4400.061,4407.991
22:40,4408.671,4415.169,4406.641,4407.020
22:35,4405.263,4409.863,4404.660,4408.677
22:30,4398.243,4409.338,4395.056,4405.314
22:25,4400.815,4400.815,4394.855,4398.237
22:20,4406.730,4406.730,4398.623,4400.859
22:15,4401.205,4407.797,4400.582,4406.690
22:10,4395.115,4404.242,4392.348,4401.139
22:05,4387.343,4400.907,4387.228,4395.173
22:00,4382.271,4388.343,4381.069,4387.035
20:55,4375.868,4381.674,4373.591,4380.990
20:50,4401.808,4403.931,4372.977,4375.948
20:45,4406.143,4409.922,4397.961,4401.892
20:40,4420.058,4420.058,4405.345,4406.094
20:35,4401.296,4420.751,4397.501,4420.101
20:30,4404.580,4409.091,4399.523,4401.381
20:25,4400.004,4406.042,4394.117,4404.430
20:20,4396.801,4416.220,4391.440,4400.103
20:15,4397.159,4404.409,4380.269,4396.684
20:10,4355.753,4413.730,4354.890,4397.067
20:05,4353.779,4357.665,4350.996,4355.953
20:00,4364.019,4365.106,4353.140,4353.833
19:55,4364.515,4367.474,4359.054,4364.085
19:50,4375.893,4375.930,4363.562,4364.462
19:45,4378.901,4380.134,4373.193,4375.946
19:40,4383.465,4384.706,4378.099,4378.862
19:35,4381.272,4388.540,4379.902,4383.522
19:30,4380.541,4384.942,4374.889,4381.523
19:25,4389.166,4390.186,4378.480,4380.489
19:20,4390.147,4392.367,4388.046,4389.088
19:15,4387.848,4391.907,4386.646,4390.096
19:10,4385.878,4388.788,4382.031,4387.817
19:05,4390.292,4394.009,4384.632,4385.788
19:00,4394.368,4399.319,4389.977,4390.341
18:55,4394.079,4396.603,4391.490,4394.411
18:50,4395.236,4397.706,4392.919,4394.224
18:45,4393.099,4397.904,4390.760,4395.339
18:40,4389.457,4395.832,4389.457,4393.178
18:35,4381.822,4389.861,4380.323,4389.714
18:30,4374.100,4382.965,4373.282,4381.979
18:25,4376.289,4378.345,4369.338,4374.048
18:20,4381.975,4382.003,4367.645,4376.473
18:15,4388.284,4388.284,4378.778,4382.033
18:10,4386.795,4389.755,4381.265,4388.351
18:05,4381.390,4390.844,4380.406,4386.875
18:00,4381.269,4386.775,4380.079,4381.344
17:55,4384.386,4386.140,4379.292,4381.319
17:50,4385.888,4388.559,4381.362,4384.336
17:45,4385.511,4391.034,4383.291,4385.989
17:40,4388.273,4388.273,4380.622,4385.565
17:35,4385.922,4393.154,4383.384,4388.154
17:30,4383.328,4388.527,4377.424,4385.952
17:25,4386.481,4386.481,4377.418,4383.402
17:20,4396.115,4397.592,4384.165,4386.528
17:15,4394.903,4396.943,4386.004,4395.973
17:10,4398.091,4399.381,4388.518,4394.952
17:05,4391.406,4402.692,4390.877,4398.031
17:00,4389.395,4397.408,4384.841,4391.352
16:55,4388.962,4392.548,4386.928,4389.436
16:50,4385.949,4390.546,4380.488,4388.911
16:45,4381.528,4390.365,4378.512,4385.882
16:40,4375.699,4387.536,4373.675,4381.435
16:35,4392.875,4393.487,4366.760,4375.745
16:30,4396.583,4396.583,4376.181,4392.824
16:25,4400.876,4401.061,4386.792,4396.675
16:20,4426.526,4428.645,4389.852,4400.970
16:15,4440.066,4440.066,4420.710,4426.632
16:10,4439.561,4442.875,4434.518,4440.108
16:05,4436.910,4442.237,4434.454,4439.728
16:00,4438.118,4438.800,4425.913,4436.947
15:55,4445.469,4445.699,4433.751,4438.165
15:50,4443.524,4446.796,4442.322,4445.421
15:45,4440.233,4446.748,4439.139,4443.613
15:40,4440.250,4444.161,4437.760,4440.284
15:35,4442.728,4445.937,4436.556,4440.362
15:30,4454.466,4454.466,4438.424,4442.688
15:25,4453.478,4458.632,4450.711,4454.510
15:20,4455.456,4457.746,4449.459,4453.585
15:15,4455.493,4458.246,4448.669,4455.588
15:10,4454.422,4461.136,4454.081,4455.435
15:05,4459.542,4463.974,4450.609,4454.499
15:00,4464.905,4469.236,4458.290,4459.591
14:55,4449.483,4467.603,4445.868,4465.029
14:50,4461.751,4468.453,4448.844,4449.527
14:45,4460.401,4469.470,4456.949,4461.709
14:40,4468.728,4479.562,4458.659,4460.266
14:35,4474.919,4478.994,4463.355,4468.777
14:30,4459.149,4475.782,4458.116,4474.831
14:25,4458.607,4465.879,4451.123,4459.082
14:20,4455.043,4469.855,4451.885,4458.780
14:15,4446.335,4460.663,4444.074,4455.094
14:10,4447.172,4449.266,4437.259,4446.270
14:05,4449.886,4450.361,4442.851,4447.019
14:00,4452.680,4456.470,4445.692,4449.932
13:55,4456.154,4457.052,4436.999,4452.627
13:50,4452.475,4460.039,4448.743,4456.098
13:45,4453.820,4460.371,4450.065,4452.436
13:40,4434.673,4453.763,4429.161,4453.763
13:35,4442.574,4446.977,4434.106,4434.738
13:30,4448.047,4451.461,4434.944,4442.619
13:25,4450.380,4452.198,4443.722,4448.110
13:20,4440.653,4453.916,4439.767,4450.328
13:15,4438.661,4442.557,4434.428,4440.517
13:10,4439.672,4445.487,4437.801,4438.657
13:05,4437.683,4441.735,4435.496,4439.924
13:00,4429.184,4439.592,4420.222,4437.625
12:55,4432.735,4434.396,4428.320,4429.295
12:50,4435.186,4438.147,4431.974,4432.809
12:45,4436.101,4443.256,4432.299,4435.250
12:40,4444.921,4445.003,4435.434,4436.040
12:35,4435.645,4444.926,4433.067,4444.879
12:30,4437.942,4444.297,4431.887,4435.703
12:25,4438.296,4443.050,4435.051,4438.135
12:20,4436.836,4441.661,4433.590,4438.217
12:15,4442.109,4445.381,4434.086,4436.884
12:10,4439.556,4445.842,4438.070,4442.140
12:05,4425.510,4440.217,4422.700,4439.607
12:00,4423.241,4428.456,4416.307,4425.455
11:55,4427.459,4432.600,4418.981,4423.196
11:50,4426.523,4428.723,4420.794,4427.296
11:45,4440.986,4442.608,4425.532,4426.479
11:40,4449.427,4451.952,4437.908,4441.042
11:35,4448.540,4449.693,4444.901,4449.151
11:30,4443.522,4451.198,4442.094,4448.624
11:25,4447.705,4448.796,4440.640,4443.427
11:20,4447.481,4456.851,4446.018,4447.756
11:15,4441.748,4449.086,4439.363,4447.565
11:10,4442.079,4444.956,4440.253,4441.963
11:05,4445.995,4446.784,4441.111,4442.131
11:00,4443.380,4448.644,4440.153,4445.802
10:55,4439.837,4446.988,4438.380,4443.325
10:50,4441.095,4447.590,4437.663,4439.784
10:45,4428.424,4441.202,4425.136,4441.178
10:40,4431.001,4437.365,4423.427,4428.469
10:35,4439.392,4444.434,4429.786,4431.178
10:30,4441.913,4443.914,4437.377,4439.369
10:25,4441.343,4448.116,4439.352,4441.982
10:20,4434.359,4444.035,4431.469,4441.028
10:15,4424.865,4436.257,4424.514,4434.410
10:10,4422.532,4426.173,4421.243,4424.843
10:05,4420.988,4428.982,4418.241,4422.277
10:00,4423.625,4425.443,4417.021,4421.091
09:55,4425.164,4428.030,4419.827,4423.635
09:50,4419.233,4427.395,4416.881,4425.215
09:45,4424.185,4426.572,4418.410,4419.424
09:40,4427.988,4431.559,4424.077,4424.239
09:35,4422.311,4427.964,4417.655,4427.881
09:30,4432.294,4432.294,4414.381,4422.487
09:25,4431.197,4432.543,4427.725,4432.180
09:20,4427.661,4437.111,4426.656,4431.243
09:15,4430.528,4431.806,4425.038,4427.620
09:10,4427.952,4432.280,4423.816,4430.590
09:05,4423.472,4433.251,4418.207,4427.905
09:00,4427.812,4434.970,4422.421,4423.521
08:55,4436.511,4440.190,4427.093,4427.788
08:50,4424.289,4437.249,4423.895,4436.572
08:45,4419.850,4432.680,4418.391,4424.193
08:40,4433.497,4437.245,4412.414,4419.806
08:35,4437.910,4437.953,4427.077,4433.458
08:30,4428.451,4438.290,4424.966,4437.949
08:25,4432.027,4441.680,4425.223,4428.558
08:20,4445.248,4446.826,4429.979,4431.934
08:15,4445.330,4447.419,4434.177,4445.499
08:10,4452.922,4457.215,4440.265,4445.215
08:05,4454.468,4457.301,4449.937,4452.979
08:00,4452.573,4459.295,4449.499,4454.413
07:55,4453.862,4458.133,4450.310,4452.788
07:50,4458.445,4460.007,4452.068,4453.920
07:45,4460.481,4463.157,4453.588,4458.473
07:40,4458.216,4463.924,4452.262,4460.395
07:35,4457.097,4458.987,4448.920,4458.429
07:30,4448.394,4459.967,4447.700,4457.153
07:25,4447.152,4449.380,4443.053,4448.466
07:20,4448.103,4451.896,4438.892,4447.075
07:15,4447.588,4449.695,4444.377,4448.115
07:10,4450.498,4450.905,4442.730,4447.798
07:05,4455.249,4455.249,4444.870,4450.563
07:00,4456.378,4460.586,4451.310,4455.223
06:55,4453.713,4459.430,4451.904,4456.239
06:50,4449.488,4455.587,4444.126,4453.669
06:45,4447.238,4457.202,4445.852,4449.433
06:40,4442.816,4447.752,4439.360,4447.176
06:35,4437.034,4444.160,4430.701,4442.790
06:30,4440.042,4440.709,4435.457,4436.945
06:25,4431.914,4441.559,4427.900,4440.101
06:20,4430.095,4436.157,4428.451,4431.978
06:15,4421.270,4435.697,4415.776,4430.162
06:10,4438.180,4442.205,4418.420,4421.215
06:05,4442.085,4443.703,4423.090,4438.106
06:00,4439.178,4450.612,4427.971,4442.219
05:55,4462.571,4463.572,4438.868,4439.018
05:50,4473.298,4476.302,4460.029,4462.516
05:45,4482.995,4484.303,4468.116,4473.179
05:40,4490.038,4495.121,4483.030,4483.162
05:35,4493.675,4495.767,4485.901,4489.961
05:30,4493.766,4494.245,4480.088,4493.723
05:25,4505.311,4505.311,4488.978,4493.694
05:20,4510.456,4511.365,4501.517,4504.979
05:15,4508.864,4510.482,4505.886,4510.398
05:10,4511.894,4512.756,4507.773,4508.862
05:05,4518.225,4518.945,4511.491,4511.782
05:00,4520.554,4522.386,4518.004,4518.202
04:55,4520.519,4521.675,4519.432,4520.486
04:50,4522.306,4522.513,4519.153,4520.545
04:45,4517.782,4524.143,4517.765,4522.205
04:40,4517.679,4519.548,4516.438,4517.838
04:35,4519.690,4520.099,4517.425,4517.609
04:30,4521.021,4522.492,4519.191,4519.965
04:25,4518.686,4522.146,4518.603,4520.728
04:20,4517.321,4520.516,4516.155,4518.487
04:15,4518.671,4519.977,4516.605,4517.336
04:10,4517.176,4519.327,4516.471,4518.380
04:05,4513.158,4517.303,4511.568,4517.170
04:00,4516.546,4517.941,4512.541,4513.114
03:55,4511.029,4517.015,4510.747,4516.493
03:50,4515.520,4515.559,4510.570,4511.047
03:45,4515.773,4516.321,4513.916,4515.555
03:40,4517.254,4518.945,4515.083,4515.554
03:35,4516.131,4518.270,4514.998,4517.303
03:30,4506.667,4516.647,4506.379,4516.201
03:25,4504.533,4509.307,4503.941,4506.523
03:20,4507.643,4508.032,4500.002,4504.572
03:15,4511.255,4513.623,4505.812,4507.529
03:10,4504.410,4511.810,4503.172,4511.185
03:05,4504.887,4509.857,4504.325,4504.424
03:00,4508.776,4510.031,4502.111,4504.926
02:55,4515.667,4516.012,4505.670,4508.995
02:50,4516.533,4517.956,4512.255,4515.612
02:45,4519.551,4521.190,4515.156,4516.810
02:40,4514.672,4521.141,4514.135,4519.481
02:35,4523.560,4524.008,4511.707,4514.646
